Ticket1,Ticket2,StandardTemperature,Wind,Humidity_dec,Spring,Summer,Winter,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
8,178,0.4647005132,0.25104124937,0.7991556,0,0,0,0,0,0,0,0,0
23,83,0.7795135924,0.28062790035999996,0.5457648,0,0,0,0,0,0,0,0,0
1,5,0.5696711848,0.13289254943,0.8089014,0,0,0,0,0,0,0,0,0
18,120,0.4196848152,0.29537174985,0.37034040000000007,0,0,0,0,0,0,0,0,0
1,4,0.2697973812,0.10340485045,0.6334770000000001,0,0,0,0,0,0,0,0,0
30,160,0.539693698,0.22155355039000002,0.584748,0,0,0,0,0,0,0,0,0
2,71,0.2548581056,0.08866100096000001,0.4288152,0,0,0,0,0,0,0,0,0
59,162,0.5097162112,0.0,0.7504265999999999,0,0,0,0,0,0,0,0,0
171,192,0.49467799999999995,0.38403275081,0.3313572,0,0,0,0,0,0,0,0,0
2,3,0.539693698,0.08866100096000001,0.8576304,0,0,0,0,0,0,0,0,0
9,16,0.5097162112,0.22155355039000002,0.8576304,0,0,0,0,0,0,0,0,0
14,250,0.449662302,0.22155355039000002,0.97458,0,0,0,0,0,0,0,0,0
1,2,0.299774868,0.16247920042000003,0.9063594,0,0,0,0,0,0,0,0,0
29,153,0.6745429208,0.0,0.34110300000000005,0,0,0,0,0,0,0,0,0
6,5,0.2848355924,0.0,0.8478846,0,0,0,0,0,0,0,0,0
7,98,0.5846104604,0.25104124937,0.7601724,0,0,0,0,0,0,0,0,0
27,203,0.2548581056,0.22155355039000002,0.584748,0,0,0,0,0,0,0,0,0
2,30,0.539693698,0.16247920042000003,0.8576304,0,0,0,0,0,0,0,0,0
38,306,0.6145879472,0.63507400018,0.3995778,0,0,0,0,0,0,0,0,0
2,27,0.2398198944,0.0,0.536019,0,0,0,0,0,0,0,0,0
9,30,0.539693698,0.13289254943,0.97458,0,0,0,0,0,0,0,0,0
45,127,0.644565434,0.1919668994,0.5652564,0,0,0,0,0,0,0,0,0
33,158,0.5097162112,0.08866100096000001,0.47754420000000003,0,0,0,0,0,0,0,0,0
1,30,0.2848355924,0.08866100096000001,0.7309350000000001,0,0,0,0,0,0,0,0,0
15,59,0.2398198944,0.25104124937,0.292374,0,0,0,0,0,0,0,0,0
6,226,0.2098424076,0.16247920042000003,0.5750022,0,0,0,0,0,0,0,0,0
27,81,0.38970732840000005,0.16247920042000003,0.6042396,0,0,0,0,0,0,0,0,0
91,324,0.7944528679999999,0.29537174985,0.25339079999999997,0,0,0,0,0,0,0,0,0
8,100,0.344790566,0.13289254943,0.6919518000000001,0,0,0,0,0,0,0,0,0
13,277,0.539693698,0.16247920042000003,0.9161052,0,0,0,0,0,0,0,0,0
62,246,0.7344978944,0.1919668994,0.5750022,0,0,0,0,0,0,0,0,0
9,85,0.2697973812,0.13289254943,0.6334770000000001,0,0,0,0,0,0,0,0,0
57,626,0.5846104604,0.28062790035999996,0.8673761999999999,0,0,0,0,0,0,0,0,0
5,92,0.2398198944,0.0,0.9063594,0,0,0,0,0,0,0,0,0
11,6,0.6145879472,0.41352044979,0.5555106,0,0,0,0,0,0,0,0,0
108,159,0.5246554868,0.16247920042000003,0.7114434,0,0,0,0,0,0,0,0,0
80,736,0.6745429208,0.25104124937,0.37034040000000007,0,0,0,0,0,0,0,0,0
28,66,0.6745429208,0.0,0.6432228000000001,0,0,0,0,0,0,0,0,0
2,4,0.4647005132,0.0,0.97458,0,0,0,0,0,0,0,0,0
37,242,0.689581132,0.28062790035999996,0.5067815999999999,0,0,0,0,0,0,0,0,0
3,9,0.449662302,0.10340485045,0.6139854,0,0,0,0,0,0,0,0,0
87,765,0.6145879472,0.0,0.41906940000000004,0,0,0,0,0,0,0,0,0
12,21,0.2248806188,0.32495840084000005,0.4288152,0,0,0,0,0,0,0,0,0
5,16,0.6596036452,0.0,0.7211891999999999,0,0,0,0,0,0,0,0,0
95,217,0.7644753812,0.41352044979,0.5750022,0,0,0,0,0,0,0,0,0
26,152,0.5996486716,0.16247920042000003,0.8089014,0,0,0,0,0,0,0,0,0
3,27,0.2248806188,0.0,0.536019,0,0,0,0,0,0,0,0,0
23,262,0.6145879472,0.22155355039000002,0.38983199999999996,0,0,0,0,0,0,0,0,0
15,152,0.4647005132,0.41352044979,0.3995778,0,0,0,0,0,0,0,0,0
31,55,0.7944528679999999,0.0,0.5750022,0,0,0,0,0,0,0,0,0
3,3,0.2697973812,0.13289254943,0.6822060000000001,0,0,0,0,0,0,0,0,0
1,8,0.5996486716,0.13289254943,0.7601724,0,0,0,0,0,0,0,0,0
57,148,0.7045204076,0.32495840084000005,0.37034040000000007,0,0,0,0,0,0,0,0,0
82,118,0.6596036452,0.1919668994,0.7699181999999999,0,0,0,0,0,0,0,0,0
29,91,0.644565434,0.16247920042000003,0.6334770000000001,0,0,0,0,0,0,0,0,0
29,67,0.5996486716,0.22155355039000002,0.6724602000000001,0,0,0,0,0,0,0,0,0
27,383,0.5696711848,0.08866100096000001,0.7601724,0,0,0,0,0,0,0,0,0
1,2,0.2248806188,0.35444609982,0.9063594,0,0,0,0,0,0,0,0,0
5,120,0.644565434,0.22155355039000002,0.5262732,0,0,0,0,0,0,0,0,0
4,25,0.2248806188,0.29537174985,0.4677984,0,0,0,0,0,0,0,0,0
38,246,0.449662302,0.28062790035999996,0.4580526,0,0,0,0,0,0,0,0,0
15,123,0.539693698,0.13289254943,0.9161052,0,0,0,0,0,0,0,0,0
7,80,0.2548581056,0.28062790035999996,0.9063594,0,0,0,0,0,0,0,0,0
36,169,0.49467799999999995,0.1919668994,0.6139854,0,0,0,0,0,0,0,0,0
4,37,0.2098424076,0.28062790035999996,0.4288152,0,0,0,0,0,0,0,0,0
15,284,0.49467799999999995,0.22155355039000002,0.8089014,0,0,0,0,0,0,0,0,0
39,104,0.4047455396,0.29537174985,0.48729,0,0,0,0,0,0,0,0,0
2,80,0.4347230264,0.60548734919,0.8576304,0,0,0,0,0,0,0,0,0
2,13,0.4796397888,0.08866100096000001,0.7016975999999999,0,0,0,0,0,0,0,0,0
3,4,0.4796397888,0.1919668994,0.7504265999999999,0,0,0,0,0,0,0,0,0
16,184,0.4196848152,0.45785095026999995,0.4580526,0,0,0,0,0,0,0,0,0
110,524,0.7045204076,0.16247920042000003,0.6042396,0,0,0,0,0,0,0,0,0
23,196,0.344790566,0.1919668994,0.6042396,0,0,0,0,0,0,0,0,0
43,90,0.5996486716,0.16247920042000003,0.5944938000000001,0,0,0,0,0,0,0,0,0
9,149,0.2548581056,0.32495840084000005,0.5067815999999999,0,0,0,0,0,0,0,0,0
14,52,0.3148130792,0.22155355039000002,0.4483068,0,0,0,0,0,0,0,0,0
6,40,0.449662302,0.22155355039000002,0.8576304,0,0,0,0,0,0,0,0,0
2,25,0.4196848152,0.0,0.9161052,0,0,0,0,0,0,0,0,0
4,3,0.4347230264,0.22155355039000002,0.7991556,0,0,0,0,0,0,0,0,0
75,190,0.5246554868,0.22155355039000002,0.6627144,0,0,0,0,0,0,0,0,0
1,2,0.49467799999999995,0.29537174985,0.7016975999999999,0,0,0,0,0,0,0,0,0
29,177,0.4347230264,0.13289254943,0.292374,0,0,0,0,0,0,0,0,0
64,163,0.7944528679999999,0.13289254943,0.5750022,0,0,0,0,0,0,0,0,0
3,91,0.3148130792,0.1919668994,0.6432228000000001,0,0,0,0,0,0,0,0,0
17,31,0.4796397888,0.10340485045,0.6139854,0,0,0,0,0,0,0,0,0
27,128,0.8094910792,0.08866100096000001,0.5457648,0,0,0,0,0,0,0,0,0
2,30,0.3297523548,0.28062790035999996,0.38983199999999996,0,0,0,0,0,0,0,0,0
60,108,0.6145879472,0.16247920042000003,0.5944938000000001,0,0,0,0,0,0,0,0,0
5,224,0.3148130792,0.25104124937,0.5165274,0,0,0,0,0,0,0,0,0
5,49,0.2248806188,0.08866100096000001,0.4580526,0,0,0,0,0,0,0,0,0
14,111,0.49467799999999995,0.0,0.7504265999999999,0,0,0,0,0,0,0,0,0
8,5,0.6596036452,0.25104124937,0.7699181999999999,0,0,0,0,0,0,0,0,0
32,404,0.5696711848,0.22155355039000002,0.8089014,0,0,0,0,0,0,0,0,0
14,72,0.2848355924,0.10340485045,0.5944938000000001,0,0,0,0,0,0,0,0,0
68,179,0.4047455396,0.08866100096000001,0.4580526,0,0,0,0,0,0,0,0,0
15,119,0.344790566,0.16247920042000003,0.48729,0,0,0,0,0,0,0,0,0
3,10,0.4796397888,0.10340485045,0.8576304,0,0,0,0,0,0,0,0,0
3,28,0.5097162112,0.38403275081,0.6237311999999999,0,0,0,0,0,0,0,0,0
4,49,0.4796397888,0.22155355039000002,0.7991556,0,0,0,0,0,0,0,0,0
38,211,0.5097162112,0.22155355039000002,0.438561,0,0,0,0,0,0,0,0,0
60,168,0.7644753812,0.10340485045,0.5067815999999999,0,0,0,0,0,0,0,0,0
37,606,0.5097162112,0.29537174985,0.7114434,0,0,0,0,0,0,0,0,0
1,6,0.2248806188,0.08866100096000001,0.5750022,0,0,0,0,0,0,0,0,0
113,269,0.8094910792,0.25104124937,0.40932359999999995,0,0,0,0,0,0,0,0,0
83,179,0.6145879472,0.22155355039000002,0.6724602000000001,0,0,0,0,0,0,0,0,0
26,481,0.5546329736,0.29537174985,0.8089014,0,0,0,0,0,0,0,0,0
21,191,0.19490313199999998,0.25104124937,0.4970358,0,0,0,0,0,0,0,0,0
4,54,0.1349481584,0.32495840084000005,0.38983199999999996,0,0,0,0,0,0,0,0,0
119,173,0.4796397888,0.41352044979,0.9161052,0,0,0,0,0,0,0,0,0
24,144,0.2398198944,0.10340485045,0.9063594,0,0,0,0,0,0,0,0,0
1,85,0.3148130792,0.16247920042000003,0.5555106,0,0,0,0,0,0,0,0,0
19,117,0.5246554868,0.1919668994,0.6237311999999999,0,0,0,0,0,0,0,0,0
2,32,0.2398198944,0.28062790035999996,0.7894098,0,0,0,0,0,0,0,0,0
33,140,0.7644753812,0.0,0.3995778,0,0,0,0,0,0,0,0,0
11,129,0.4047455396,0.0,0.7991556,0,0,0,0,0,0,0,0,0
73,282,0.344790566,0.0,0.2826282,0,0,0,0,0,0,0,0,0
10,51,0.2697973812,0.0,0.7309350000000001,0,0,0,0,0,0,0,0,0
13,165,0.4796397888,0.22155355039000002,0.8576304,0,0,0,0,0,0,0,0,0
1,4,0.5097162112,0.10340485045,0.97458,0,0,0,0,0,0,0,0,0
4,106,0.5246554868,0.0,0.7114434,0,0,0,0,0,0,0,0,0
102,190,0.689581132,0.29537174985,0.4483068,0,0,0,0,0,0,0,0,0
73,239,0.6596036452,0.35444609982,0.7211891999999999,0,0,0,0,0,0,0,0,0
64,517,0.6745429208,0.28062790035999996,0.32161140000000005,0,0,0,0,0,0,0,0,0
102,209,0.7795135924,0.28062790035999996,0.36059459999999993,0,0,0,0,0,0,0,0,0
1,27,0.5996486716,0.08866100096000001,0.8089014,0,0,0,0,0,0,0,0,0
66,199,0.7944528679999999,0.22155355039000002,0.3800862,0,0,0,0,0,0,0,0,0
23,82,0.5246554868,0.13289254943,0.9161052,0,0,0,0,0,0,0,0,0
40,142,0.4796397888,0.1919668994,0.35084879999999996,0,0,0,0,0,0,0,0,0
78,180,0.49467799999999995,0.5169253002399999,0.4677984,0,0,0,0,0,0,0,0,0
72,336,0.7495361056000001,0.1919668994,0.4483068,0,0,0,0,0,0,0,0,0
14,159,0.4047455396,0.1919668994,0.34110300000000005,0,0,0,0,0,0,0,0,0
38,664,0.539693698,0.08866100096000001,0.584748,0,0,0,0,0,0,0,0,0
23,200,0.539693698,0.41352044979,0.584748,0,0,0,0,0,0,0,0,0
1,4,0.2248806188,0.13289254943,0.9063594,0,0,0,0,0,0,0,0,0
12,78,0.3597298416,0.08866100096000001,0.7894098,0,0,0,0,0,0,0,0,0
51,430,0.6145879472,0.22155355039000002,0.4580526,0,0,0,0,0,0,0,0,0
24,91,0.6145879472,0.08866100096000001,0.5555106,0,0,0,0,0,0,0,0,0
45,206,0.8244303548,0.13289254943,0.3800862,0,0,0,0,0,0,0,0,0
69,451,0.5996486716,0.1919668994,0.6334770000000001,0,0,0,0,0,0,0,0,0
13,63,0.3148130792,0.16247920042000003,0.20466179999999998,0,0,0,0,0,0,0,0,0
4,143,0.344790566,0.10340485045,0.7894098,0,0,0,0,0,0,0,0,0
28,149,0.5246554868,0.08866100096000001,0.8576304,0,0,0,0,0,0,0,0,0
13,305,0.4647005132,0.1919668994,0.8576304,0,0,0,0,0,0,0,0,0
27,362,0.4796397888,0.1919668994,0.8576304,0,0,0,0,0,0,0,0,0
17,49,0.6145879472,0.16247920042000003,0.5944938000000001,0,0,0,0,0,0,0,0,0
23,105,0.5246554868,0.08866100096000001,0.8576304,0,0,0,0,0,0,0,0,0
3,37,0.4647005132,0.32495840084000005,0.8576304,0,0,0,0,0,0,0,0,0
70,164,0.6296261584,0.16247920042000003,0.7699181999999999,0,0,0,0,0,0,0,0,0
29,535,0.4047455396,0.22155355039000002,0.8478846,0,0,0,0,0,0,0,0,0
13,105,0.3297523548,0.16247920042000003,0.4483068,0,0,0,0,0,0,0,0,0
169,145,0.4796397888,0.48733864925,0.3021198,0,0,0,0,0,0,0,0,0
152,255,0.5846104604,0.32495840084000005,0.7114434,0,0,0,0,0,0,0,0,0
27,95,0.5097162112,0.1919668994,0.47754420000000003,0,0,0,0,0,0,0,0,0
2,12,0.6296261584,0.10340485045,0.7699181999999999,0,0,0,0,0,0,0,0,0
30,67,0.4196848152,0.10340485045,0.6529685999999999,0,0,0,0,0,0,0,0,0
2,8,0.5097162112,0.32495840084000005,0.3800862,0,0,0,0,0,0,0,0,0
90,203,0.449662302,0.0,0.3021198,0,0,0,0,0,0,0,0,0
31,141,0.4196848152,0.22155355039000002,0.4288152,0,0,0,0,0,0,0,0,0
18,73,0.4647005132,0.0,0.7016975999999999,0,0,0,0,0,0,0,0,0
16,356,0.4347230264,0.1919668994,0.7016975999999999,0,0,0,0,0,0,0,0,0
5,74,0.19490313199999998,0.38403275081,0.36059459999999993,0,0,0,0,0,0,0,0,0
1,5,0.2098424076,0.10340485045,0.7796639999999999,0,0,0,0,0,0,0,0,0
26,146,0.4196848152,0.10340485045,0.4288152,0,0,0,0,0,0,0,0,0
9,19,0.3297523548,0.08866100096000001,0.47754420000000003,0,0,0,0,0,0,0,0,0
45,359,0.5996486716,0.28062790035999996,0.2241534,0,0,0,0,0,0,0,0,0
54,139,0.5097162112,0.0,0.8576304,0,0,0,0,0,0,0,0,0
126,224,0.49467799999999995,0.0,0.2631366,0,0,0,0,0,0,0,0,0
7,65,0.2848355924,0.22155355039000002,0.6822060000000001,0,0,0,0,0,0,0,0,0
57,237,0.4196848152,0.0,0.4288152,0,0,0,0,0,0,0,0,0
73,508,0.6596036452,0.22155355039000002,0.4970358,0,0,0,0,0,0,0,0,0
98,321,0.7644753812,0.25104124937,0.3800862,0,0,0,0,0,0,0,0,0
69,386,0.6596036452,0.28062790035999996,0.7211891999999999,0,0,0,0,0,0,0,0,0
31,95,0.5097162112,0.1919668994,0.5457648,0,0,0,0,0,0,0,0,0
1,3,0.2697973812,0.10340485045,0.6334770000000001,0,0,0,0,0,0,0,0,0
44,295,0.539693698,0.0,0.8576304,0,0,0,0,0,0,0,0,0
1,50,0.49467799999999995,0.25104124937,0.9161052,0,0,0,0,0,0,0,0,0
32,167,0.644565434,0.22155355039000002,0.3800862,0,0,0,0,0,0,0,0,0
3,33,0.4347230264,0.0,0.9161052,0,0,0,0,0,0,0,0,0
1,24,0.4196848152,0.16247920042000003,0.7504265999999999,0,0,0,0,0,0,0,0,0
2,7,0.2548581056,0.16247920042000003,0.9063594,0,0,0,0,0,0,0,0,0
184,300,0.5996486716,0.28062790035999996,0.6237311999999999,0,0,0,0,0,0,0,0,0
1,5,0.5846104604,0.08866100096000001,0.7114434,0,0,0,0,0,0,0,0,0
11,93,0.2697973812,0.0,0.8478846,0,0,0,0,0,0,0,0,0
1,9,0.5097162112,0.08866100096000001,0.584748,0,0,0,0,0,0,0,0,0
28,277,0.6596036452,0.10340485045,0.8186471999999999,0,0,0,0,0,0,0,0,0
48,194,0.4796397888,0.29537174985,0.438561,0,0,0,0,0,0,0,0,0
41,112,0.5996486716,0.08866100096000001,0.7601724,0,0,0,0,0,0,0,0,0
147,265,0.4047455396,0.29537174985,0.36059459999999993,0,0,0,0,0,0,0,0,0
99,176,0.4796397888,0.1919668994,0.9161052,0,0,0,0,0,0,0,0,0
36,260,0.49467799999999995,0.28062790035999996,0.2631366,0,0,0,0,0,0,0,0,0
12,105,0.299774868,0.0,0.7894098,0,0,0,0,0,0,0,0,0
39,178,0.6596036452,0.0,0.5262732,0,0,0,0,0,0,0,0,0
261,356,0.6145879472,0.0,0.5555106,0,0,0,0,0,0,0,0,0
25,136,0.2848355924,0.45785095026999995,0.3800862,0,0,0,0,0,0,0,0,0
6,157,0.3148130792,0.28062790035999996,0.5944938000000001,0,0,0,0,0,0,0,0,0
1,5,0.4047455396,0.16247920042000003,0.7406808000000001,0,0,0,0,0,0,0,0,0
26,285,0.449662302,0.29537174985,0.6529685999999999,0,0,0,0,0,0,0,0,0
2,16,0.38970732840000005,0.0,0.7991556,0,0,0,0,0,0,0,0,0
14,72,0.2098424076,0.25104124937,0.3995778,0,0,0,0,0,0,0,0,0
62,330,0.6745429208,0.35444609982,0.536019,0,0,0,0,0,0,0,0,0
29,406,0.6596036452,0.25104124937,0.40932359999999995,0,0,0,0,0,0,0,0,0
10,229,0.2098424076,0.28062790035999996,0.4970358,0,0,0,0,0,0,0,0,0
18,248,0.6145879472,0.16247920042000003,0.4288152,0,0,0,0,0,0,0,0,0
110,532,0.7344978944,0.1919668994,0.5750022,0,0,0,0,0,0,0,0,0
8,48,0.2098424076,0.22155355039000002,0.8478846,0,0,0,0,0,0,0,0,0
11,39,0.5097162112,0.1919668994,0.6627144,0,0,0,0,0,0,0,0,0
4,107,0.5246554868,0.10340485045,0.97458,0,0,0,0,0,0,0,0,0
70,142,0.49467799999999995,0.32495840084000005,0.35084879999999996,0,0,0,0,0,0,0,0,0
18,453,0.38970732840000005,0.32495840084000005,0.7406808000000001,0,0,0,0,0,0,0,0,0
1,28,0.5846104604,0.28062790035999996,0.7601724,0,0,0,0,0,0,0,0,0
233,362,0.6145879472,0.22155355039000002,0.5555106,0,0,0,0,0,0,0,0,0
239,372,0.6745429208,0.25104124937,0.32161140000000005,0,0,0,0,0,0,0,0,0
18,169,0.5696711848,0.13289254943,0.8673761999999999,0,0,0,0,0,0,0,0,0
11,124,0.49467799999999995,0.16247920042000003,0.8089014,0,0,0,0,0,0,0,0,0
2,35,0.2548581056,0.08866100096000001,0.6237311999999999,0,0,0,0,0,0,0,0,0
11,51,0.6596036452,0.10340485045,0.7699181999999999,0,0,0,0,0,0,0,0,0
2,3,0.3597298416,0.0,0.35084879999999996,0,0,0,0,0,0,0,0,0
6,120,0.49467799999999995,0.38403275081,0.536019,0,0,0,0,0,0,0,0,0
86,716,0.7045204076,0.35444609982,0.3995778,0,0,0,0,0,0,0,0,0
1,2,0.3297523548,0.0,0.5944938000000001,0,0,0,0,0,0,0,0,0
2,10,0.4047455396,0.32495840084000005,0.7991556,0,0,0,0,0,0,0,0,0
40,122,0.6145879472,0.10340485045,0.6334770000000001,0,0,0,0,0,0,0,0,0
84,599,0.4796397888,0.29537174985,0.3800862,0,0,0,0,0,0,0,0,0
140,184,0.5996486716,0.08866100096000001,0.6724602000000001,0,0,0,0,0,0,0,0,0
4,19,0.38970732840000005,0.13289254943,0.7406808000000001,0,0,0,0,0,0,0,0,0
2,18,0.2248806188,0.08866100096000001,0.536019,0,0,0,0,0,0,0,0,0
102,285,0.6596036452,0.22155355039000002,0.40932359999999995,0,0,0,0,0,0,0,0,0
32,241,0.49467799999999995,0.13289254943,0.6627144,0,0,0,0,0,0,0,0,0
10,89,0.2697973812,0.13289254943,0.584748,0,0,0,0,0,0,0,0,0
11,64,0.5696711848,0.13289254943,0.8089014,0,0,0,0,0,0,0,0,0
31,284,0.6145879472,0.32495840084000005,0.3995778,0,0,0,0,0,0,0,0,0
53,246,0.644565434,0.08866100096000001,0.3800862,0,0,0,0,0,0,0,0,0
5,31,0.4647005132,0.0,0.8576304,0,0,0,0,0,0,0,0,0
29,611,0.344790566,0.22155355039000002,0.4483068,0,0,0,0,0,0,0,0,0
36,114,0.539693698,0.08866100096000001,0.9161052,0,0,0,0,0,0,0,0,0
34,317,0.5846104604,0.16247920042000003,0.8673761999999999,0,0,0,0,0,0,0,0,0
11,35,0.6145879472,0.1919668994,0.7211891999999999,0,0,0,0,0,0,0,0,0
4,88,0.4047455396,0.28062790035999996,0.7991556,0,0,0,0,0,0,0,0,0
7,27,0.3297523548,0.13289254943,0.40932359999999995,0,0,0,0,0,0,0,0,0
71,750,0.6596036452,0.22155355039000002,0.7211891999999999,0,0,0,0,0,0,0,0,0
43,118,0.689581132,0.16247920042000003,0.6822060000000001,0,0,0,0,0,0,0,0,0
28,260,0.4796397888,0.35444609982,0.7016975999999999,0,0,0,0,0,0,0,0,0
13,222,0.2848355924,0.22155355039000002,0.6822060000000001,0,0,0,0,0,0,0,0,0
37,125,0.689581132,0.22155355039000002,0.6432228000000001,0,0,0,0,0,0,0,0,0
58,160,0.5097162112,0.13289254943,0.9161052,0,0,0,0,0,0,0,0,0
1,4,0.344790566,0.0,0.8478846,0,0,0,0,0,0,0,0,0
79,244,0.4047455396,0.1919668994,0.6042396,0,0,0,0,0,0,0,0,0
17,50,0.3148130792,0.08866100096000001,0.6334770000000001,0,0,0,0,0,0,0,0,0
45,256,0.6745429208,0.45785095026999995,0.5652564,0,0,0,0,0,0,0,0,0
12,92,0.2848355924,0.45785095026999995,0.47754420000000003,0,0,0,0,0,0,0,0,0
13,82,0.5097162112,0.13289254943,0.6627144,0,0,0,0,0,0,0,0,0
16,140,0.4347230264,0.0,0.5262732,0,0,0,0,0,0,0,0,0
71,317,0.6296261584,0.10340485045,0.5944938000000001,0,0,0,0,0,0,0,0,0
3,23,0.3297523548,0.25104124937,0.5165274,0,0,0,0,0,0,0,0,0
10,10,0.4196848152,0.08866100096000001,0.7504265999999999,0,0,0,0,0,0,0,0,0
1,5,0.6745429208,0.1919668994,0.5652564,0,0,0,0,0,0,0,0,0
50,654,0.6296261584,0.13289254943,0.6334770000000001,0,0,0,0,0,0,0,0,0
32,98,0.4047455396,0.13289254943,0.48729,0,0,0,0,0,0,0,0,0
81,442,0.644565434,0.29537174985,0.5262732,0,0,0,0,0,0,0,0,0
99,144,0.4347230264,0.35444609982,0.3995778,0,0,0,0,0,0,0,0,0
5,26,0.2697973812,0.10340485045,0.6822060000000001,0,0,0,0,0,0,0,0,0
104,241,0.6745429208,0.10340485045,0.6042396,0,0,0,0,0,0,0,0,0
7,294,0.344790566,0.0,0.438561,0,0,0,0,0,0,0,0,0
94,387,0.7495361056000001,0.28062790035999996,0.536019,0,0,0,0,0,0,0,0,0
34,466,0.4647005132,0.08866100096000001,0.536019,0,0,0,0,0,0,0,0,0
2,56,0.539693698,0.16247920042000003,0.9161052,0,0,0,0,0,0,0,0,0
2,5,0.19490313199999998,0.41352044979,0.584748,0,0,0,0,0,0,0,0,0
89,179,0.7944528679999999,0.13289254943,0.6432228000000001,0,0,0,0,0,0,0,0,0
79,385,0.6745429208,0.22155355039000002,0.6822060000000001,0,0,0,0,0,0,0,0,0
1,2,0.299774868,0.0,0.6334770000000001,0,0,0,0,0,0,0,0,0
71,128,0.8694460528,0.13289254943,0.37034040000000007,0,0,0,0,0,0,0,0,0
37,123,0.5996486716,0.1919668994,0.5944938000000001,0,0,0,0,0,0,0,0,0
2,5,0.49467799999999995,0.0,0.97458,0,0,0,0,0,0,0,0,0
52,105,0.539693698,0.48733864925,0.8576304,0,0,0,0,0,0,0,0,0
15,109,0.5696711848,0.32495840084000005,0.8089014,0,0,0,0,0,0,0,0,0
267,352,0.6296261584,0.38403275081,0.3800862,0,0,0,0,0,0,0,0,0
19,143,0.3297523548,0.16247920042000003,0.6432228000000001,0,0,0,0,0,0,0,0,0
32,178,0.8843853284000001,0.08866100096000001,0.6139854,0,0,0,0,0,0,0,0,0
16,65,0.3297523548,0.29537174985,0.6919518000000001,0,0,0,0,0,0,0,0,0
6,23,0.4047455396,0.08866100096000001,0.8478846,0,0,0,0,0,0,0,0,0
36,122,0.4347230264,0.35444609982,0.4970358,0,0,0,0,0,0,0,0,0
1,53,0.2248806188,0.0,0.9063594,0,0,0,0,0,0,0,0,0
27,106,0.49467799999999995,0.25104124937,0.6042396,0,0,0,0,0,0,0,0,0
1,5,0.3597298416,0.10340485045,0.5165274,0,0,0,0,0,0,0,0,0
8,100,0.2098424076,0.25104124937,0.6724602000000001,0,0,0,0,0,0,0,0,0
156,315,0.689581132,0.35444609982,0.41906940000000004,0,0,0,0,0,0,0,0,0
9,27,0.2548581056,0.0,0.6724602000000001,0,0,0,0,0,0,0,0,0
98,750,0.6596036452,0.22155355039000002,0.4970358,0,0,0,0,0,0,0,0,0
21,24,0.5696711848,0.1919668994,0.8673761999999999,0,0,0,0,0,0,0,0,0
249,174,0.7644753812,0.22155355039000002,0.5750022,0,0,0,0,0,0,0,0,0
2,15,0.5097162112,0.13289254943,0.9161052,0,0,0,0,0,0,0,0,0
10,43,0.2697973812,0.29537174985,0.9063594,0,0,0,0,0,0,0,0,0
1,18,0.2548581056,0.22155355039000002,0.584748,0,0,0,0,0,0,0,0,0
16,81,0.5097162112,0.10340485045,0.9161052,0,0,0,0,0,0,0,0,0
109,253,0.6745429208,0.25104124937,0.6042396,0,0,0,0,0,0,0,0,0
4,17,0.539693698,0.25104124937,0.8089014,0,0,0,0,0,0,0,0,0
4,85,0.4196848152,0.0,0.8576304,0,0,0,0,0,0,0,0,0
3,12,0.689581132,0.1919668994,0.7699181999999999,0,0,0,0,0,0,0,0,0
76,278,0.6596036452,0.22155355039000002,0.7211891999999999,0,0,0,0,0,0,0,0,0
18,191,0.5097162112,0.25104124937,0.8576304,0,0,0,0,0,0,0,0,0
14,184,0.49467799999999995,0.08866100096000001,0.97458,0,0,0,0,0,0,0,0,0
16,37,0.2548581056,0.1919668994,0.4288152,0,0,0,0,0,0,0,0,0
20,49,0.689581132,0.08866100096000001,0.6432228000000001,0,0,0,0,0,0,0,0,0
5,141,0.4047455396,0.13289254943,0.7406808000000001,0,0,0,0,0,0,0,0,0
27,220,0.6145879472,0.25104124937,0.3313572,0,0,0,0,0,0,0,0,0
51,360,0.539693698,0.1919668994,0.8576304,0,0,0,0,0,0,0,0,0
26,210,0.4196848152,0.1919668994,0.4580526,0,0,0,0,0,0,0,0,0
41,148,0.6296261584,0.16247920042000003,0.8673761999999999,0,0,0,0,0,0,0,0,0
2,6,0.4796397888,0.13289254943,0.97458,0,0,0,0,0,0,0,0,0
34,160,0.6145879472,0.22155355039000002,0.32161140000000005,0,0,0,0,0,0,0,0,0
17,73,0.38970732840000005,0.29537174985,0.5262732,0,0,0,0,0,0,0,0,0
2,76,0.37476805280000003,0.0,0.8478846,0,0,0,0,0,0,0,0,0
53,134,0.4047455396,0.13289254943,0.6919518000000001,0,0,0,0,0,0,0,0,0
1,6,0.6596036452,0.41352044979,0.5262732,0,0,0,0,0,0,0,0,0
11,22,0.449662302,0.41352044979,0.1364412,0,0,0,0,0,0,0,0,0
76,353,0.5097162112,0.16247920042000003,0.2338992,0,0,0,0,0,0,0,0,0
25,241,0.5246554868,0.1919668994,0.584748,0,0,0,0,0,0,0,0,0
67,202,0.6145879472,0.16247920042000003,0.4483068,0,0,0,0,0,0,0,0,0
27,641,0.5246554868,0.0,0.8576304,0,0,0,0,0,0,0,0,0
16,80,0.3597298416,0.0,0.243645,0,0,0,0,0,0,0,0,0
