StandardTemperature,Humidity,Wind,Weekend,Fall,Spring,Summer,Winter,Ticket1,Ticket2
0.7195586188,44.83068,0.28062790036,0,0,0,1,0,43,142
0.2098424076,73.0935,0.13289254943,0,0,0,0,1,2,3
0.5846104604,86.73762,0.13289254943,1,0,0,1,0,60,130
0.3297523548,74.06808,0.35444609982,1,1,0,0,0,20,97
0.3148130792,31.18656,0.45785095027,1,0,0,0,1,59,95
0.4347230264,29.2374,0.44310710078,0,0,1,0,0,16,192
0.5246554868,38.9832,0.38403275081,1,1,0,0,0,154,222
0.689581132,72.11892,0.25104124937,1,0,0,1,0,145,234
0.6296261584,38.00862,0.25104124937,0,0,1,0,0,80,635
0.344790566,84.78846,0.16247920042,1,0,1,0,0,6,10
0.2248806188,34.1103,0.29537174985,1,0,0,0,1,24,96
0.2697973812,37.03404,0.22155355039,0,0,1,0,0,2,54
0.4047455396,60.42396,0.28062790036,0,0,0,0,1,12,68
0.1649256452,45.80526,0.16247920042,1,0,0,0,1,7,33
0.3148130792,59.44938,0.1919668994,0,0,0,0,1,11,226
0.2398198944,58.4748,0.13289254943,0,0,0,0,1,2,5
0.6145879472,48.729,0.08866100096,1,1,0,0,0,252,215
0.299774868,32.16114,0.0,0,0,0,0,1,8,95
0.6596036452,40.93236,0.0,1,0,0,1,0,123,210
0.539693698,76.01724,0.1919668994,0,0,0,1,0,10,43
0.449662302,79.91556,0.16247920042,1,0,1,0,0,199,347
0.2098424076,57.50022,0.0,0,0,0,0,1,1,88
0.3897073284,91.61052,0.22155355039,0,1,0,0,0,3,120
0.7045204076,37.03404,0.1919668994,0,0,0,1,0,54,359
0.1649256452,61.39854,0.10340485045,1,0,0,0,1,2,3
0.494678,75.04266,0.13289254943,1,0,1,0,0,13,70
0.3297523548,44.83068,0.0,1,0,0,0,1,49,127
0.5246554868,62.37312,0.29537174985,0,0,0,1,0,2,4
0.7644753812,57.50022,0.1919668994,0,1,0,0,0,54,197
0.299774868,78.94098,0.08866100096,1,0,0,0,1,1,9
0.6145879472,72.11892,0.08866100096,0,0,0,1,0,9,6
0.7495361056,44.83068,0.41352044979,0,0,0,1,0,108,675
0.4796397888,66.27144,0.13289254943,0,0,1,0,0,21,332
0.7644753812,23.38992,0.16247920042,1,0,0,1,0,131,197
0.299774868,90.63594,0.35444609982,0,0,1,0,0,3,88
0.3297523548,64.32228,0.13289254943,0,0,0,0,1,6,171
0.644565434,59.44938,0.10340485045,0,0,0,1,0,1,7
0.539693698,47.75442,0.28062790036,0,0,1,0,0,67,363
0.2098424076,39.95778,0.32495840084,1,0,1,0,0,22,128
0.8694460528,38.9832,0.22155355039,1,0,0,1,0,63,135
0.344790566,44.83068,0.22155355039,0,0,0,0,1,31,108
0.3148130792,47.75442,0.10340485045,0,0,0,0,1,9,208
0.5846104604,76.01724,0.29537174985,0,0,0,1,0,15,46
0.5097162112,17.54244,0.29537174985,1,0,1,0,0,228,291
0.2398198944,84.78846,0.16247920042,0,0,1,0,0,19,124
0.6145879472,72.11892,0.08866100096,1,0,0,1,0,7,20
0.6596036452,34.1103,0.35444609982,0,0,1,0,0,55,202
0.449662302,70.16976,0.28062790036,1,0,0,0,1,22,91
0.539693698,36.05946,0.29537174985,1,0,0,0,1,133,318
0.2548581056,35.08488,0.48733864925,1,0,1,0,0,13,121
0.299774868,64.32228,0.22155355039,0,0,0,0,1,6,20
0.4347230264,65.29686,0.08866100096,0,1,0,0,0,19,235
0.5097162112,43.8561,0.22155355039,0,1,0,0,0,39,166
0.6596036452,76.99182,0.08866100096,0,0,0,1,0,10,21
0.4196848152,79.91556,0.28062790036,0,0,1,0,0,10,95
0.4347230264,52.62732,0.25104124937,0,1,0,0,0,44,355
0.2098424076,34.1103,0.29537174985,0,0,0,0,1,14,49
0.6145879472,37.03404,0.10340485045,0,0,1,0,0,28,134
0.539693698,54.57648,0.13289254943,0,0,1,0,0,1,2
0.2248806188,62.37312,0.16247920042,1,0,0,0,1,1,16
0.2848355924,73.0935,0.0,1,0,0,0,1,1,2
0.344790566,74.06808,0.10340485045,1,0,0,0,1,10,39
0.1798649208,49.70358,0.28062790036,0,0,0,0,1,3,67
0.539693698,85.76304,0.08866100096,1,0,0,1,0,14,11
0.6745429208,46.77984,0.16247920042,1,0,0,1,0,114,251
0.2548581056,84.78846,0.08866100096,1,0,0,0,1,5,14
0.5097162112,43.8561,0.35444609982,0,0,1,0,0,36,56
0.4647005132,30.21198,0.28062790036,0,0,1,0,0,55,300
0.6296261584,76.99182,0.08866100096,0,0,0,1,0,20,141
0.6296261584,49.70358,0.0,0,0,0,1,0,52,101
0.7495361056,64.32228,0.13289254943,1,0,0,1,0,36,116
0.6145879472,48.729,0.10340485045,0,0,0,1,0,84,251
0.5696711848,80.89014,0.0,1,1,0,0,0,86,191
0.3148130792,74.06808,0.25104124937,0,0,1,0,0,1,4
0.299774868,84.78846,0.13289254943,0,0,1,0,0,13,166
0.2848355924,55.55106,0.41352044979,0,0,0,0,1,2,24
0.4196848152,25.33908,0.0,0,0,1,0,0,16,292
0.4796397888,30.21198,0.35444609982,1,1,0,0,0,25,116
0.3148130792,68.2206,0.16247920042,0,0,0,0,1,1,6
0.6296261584,67.24602,0.38403275081,0,1,0,0,0,5,12
0.7045204076,56.52564,0.29537174985,1,0,0,1,0,267,253
0.6596036452,46.77984,0.16247920042,0,0,0,1,0,70,146
0.4047455396,56.52564,0.13289254943,1,0,1,0,0,12,86
0.6596036452,81.86472,0.32495840084,1,0,0,1,0,25,97
0.449662302,27.28824,0.38403275081,0,0,1,0,0,35,249
0.5846104604,86.73762,0.13289254943,1,0,0,1,0,79,94
0.644565434,29.2374,0.1919668994,0,0,0,1,0,86,701
0.689581132,53.6019,0.28062790036,1,0,0,1,0,202,202
0.689581132,76.99182,0.08866100096,0,0,0,1,0,52,241
0.6145879472,41.90694,0.38403275081,0,0,1,0,0,21,283
0.5996486716,76.01724,0.0,1,0,0,1,0,8,13
0.5846104604,71.14434,0.28062790036,1,0,1,0,0,181,247
0.644565434,68.2206,0.10340485045,1,0,0,1,0,11,41
0.2848355924,46.77984,0.0,0,0,1,0,0,3,90
0.794452868,32.16114,0.25104124937,0,0,0,1,0,54,116
0.6145879472,59.44938,0.22155355039,0,1,0,0,0,34,248
0.4047455396,74.06808,0.22155355039,0,0,1,0,0,3,31
0.2548581056,83.81388,0.0,0,0,0,0,1,2,2
0.299774868,38.00862,0.29537174985,1,0,0,0,1,25,98
0.7644753812,45.80526,0.08866100096,0,0,0,1,0,67,227
0.5246554868,62.37312,0.28062790036,0,1,0,0,0,24,116
0.2248806188,68.2206,0.1919668994,1,0,0,0,1,3,20
0.6596036452,43.8561,0.0,1,0,0,1,0,158,236
0.5097162112,50.67816,0.44310710078,0,0,1,0,0,51,113
0.5097162112,91.61052,0.16247920042,0,1,0,0,0,4,112
0.494678,57.50022,0.16247920042,0,1,0,0,0,3,4
0.5996486716,67.24602,0.10340485045,0,0,0,1,0,9,24
0.6745429208,68.2206,0.29537174985,1,0,0,1,0,7,19
0.6145879472,51.65274,0.25104124937,1,0,1,0,0,27,51
0.4047455396,56.52564,0.25104124937,0,0,1,0,0,14,58
0.6745429208,43.8561,0.13289254943,0,0,0,1,0,18,242
0.4047455396,97.458,0.10340485045,0,0,1,0,0,6,5
0.6145879472,45.80526,0.1919668994,0,0,0,1,0,42,119
0.6296261584,59.44938,0.28062790036,0,0,0,1,0,28,172
0.2098424076,38.00862,0.0,0,0,0,0,1,3,71
0.5696711848,76.01724,0.13289254943,0,0,0,1,0,2,10
0.3597298416,28.26282,0.08866100096,1,0,0,0,1,60,89
0.4047455396,60.42396,0.16247920042,0,0,0,0,1,14,117
0.2098424076,31.18656,0.22155355039,0,0,1,0,0,13,110
0.3297523548,84.78846,0.16247920042,0,0,0,0,1,26,151
0.2098424076,46.77984,0.29537174985,0,0,1,0,0,17,151
0.149887434,41.90694,0.25104124937,0,0,1,0,0,2,77
0.2248806188,38.9832,0.10340485045,0,0,0,0,1,3,183
0.4347230264,85.76304,0.10340485045,0,0,1,0,0,4,60
0.7045204076,50.67816,0.25104124937,0,0,0,1,0,41,165
0.6745429208,60.42396,0.1919668994,0,0,0,1,0,57,341
0.2248806188,78.94098,0.32495840084,0,0,0,0,1,1,3
0.4347230264,97.458,0.0,0,1,0,0,0,2,69
0.539693698,91.61052,0.35444609982,0,1,0,0,0,15,56
0.5696711848,76.01724,0.13289254943,0,0,1,0,0,34,315
0.4796397888,79.91556,0.28062790036,0,0,1,0,0,2,7
0.4047455396,36.05946,0.0,1,0,1,0,0,121,270
0.149887434,83.81388,0.13289254943,1,0,0,0,1,3,29
0.194903132,57.50022,0.08866100096,1,0,0,0,1,1,13
0.299774868,59.44938,0.29537174985,0,0,1,0,0,18,179
0.3897073284,79.91556,0.32495840084,1,1,0,0,0,31,103
0.644565434,32.16114,0.10340485045,0,0,0,1,0,45,87
0.5696711848,80.89014,0.13289254943,0,0,0,1,0,64,78
0.644565434,40.93236,0.0,0,0,1,0,0,78,274
0.1199099472,38.9832,0.51692530024,1,0,0,0,1,10,103
0.2848355924,55.55106,0.35444609982,0,0,0,0,1,1,10
0.4196848152,34.1103,0.13289254943,0,0,1,0,0,14,175
0.3297523548,55.55106,0.32495840084,0,0,1,0,0,37,554
0.5246554868,36.05946,0.28062790036,0,0,1,0,0,21,132
0.4647005132,65.29686,0.45785095027,0,1,0,0,0,15,227
0.4047455396,69.19518,0.0,1,1,0,0,0,6,16
0.539693698,85.76304,0.0,1,0,0,1,0,33,118
0.6745429208,64.32228,0.13289254943,0,0,0,1,0,255,223
0.5097162112,91.61052,0.25104124937,0,0,1,0,0,3,3
0.344790566,60.42396,0.1919668994,1,0,1,0,0,3,9
0.4047455396,48.729,0.0,0,0,1,0,0,18,576
0.539693698,85.76304,0.28062790036,0,0,1,0,0,29,72
0.644565434,59.44938,0.28062790036,0,0,0,1,0,6,6
0.7795135924,42.88152,0.35444609982,0,0,0,1,0,70,118
0.5996486716,76.01724,0.1919668994,0,0,0,1,0,34,137
0.2248806188,73.0935,0.10340485045,1,0,0,0,1,1,2
0.644565434,29.2374,0.0,0,0,0,1,0,100,235
0.7344978944,47.75442,0.35444609982,1,0,0,1,0,169,263
0.3297523548,30.21198,0.16247920042,0,0,0,0,1,14,405
0.3148130792,54.57648,0.10340485045,0,0,0,0,1,12,125
0.299774868,43.8561,0.25104124937,0,0,1,0,0,17,89
0.2098424076,39.95778,0.28062790036,0,1,0,0,0,1,3
0.539693698,47.75442,0.29537174985,0,0,0,1,0,9,79
0.7344978944,57.50022,0.16247920042,0,0,0,1,0,83,190
0.3897073284,52.62732,0.16247920042,0,0,1,0,0,22,261
0.7344978944,57.50022,0.25104124937,0,0,0,1,0,43,129
0.494678,80.89014,0.08866100096,1,0,1,0,0,2,7
0.5097162112,43.8561,0.25104124937,1,1,0,0,0,122,227
0.449662302,45.80526,0.13289254943,0,0,1,0,0,12,9
0.5696711848,80.89014,0.1919668994,0,0,0,1,0,2,8
0.4647005132,91.61052,0.0,0,0,1,0,0,3,25
0.2098424076,31.18656,0.35444609982,0,0,1,0,0,1,4
0.4796397888,75.04266,0.1919668994,0,0,1,0,0,68,171
0.4047455396,84.78846,0.1919668994,0,0,1,0,0,13,167
0.644565434,68.2206,0.16247920042,0,1,0,0,0,108,138
0.6145879472,38.00862,0.0,0,0,1,0,0,50,241
0.5846104604,91.61052,0.08866100096,0,0,0,1,0,1,4
0.3297523548,60.42396,0.38403275081,0,0,1,0,0,12,102
0.5696711848,86.73762,0.16247920042,1,0,0,1,0,13,44
0.6296261584,40.93236,0.0,0,0,0,1,0,63,275
0.3297523548,84.78846,0.1919668994,0,0,1,0,0,19,54
0.4647005132,32.16114,0.51692530024,0,0,1,0,0,64,217
0.6296261584,43.8561,0.28062790036,1,0,1,0,0,279,332
0.4047455396,74.06808,0.22155355039,1,0,1,0,0,44,117
0.344790566,84.78846,0.10340485045,0,1,0,0,0,3,7
0.299774868,43.8561,0.25104124937,0,0,0,0,1,11,286
0.7045204076,50.67816,0.16247920042,0,0,0,1,0,8,10
0.3297523548,84.78846,0.16247920042,0,0,1,0,0,14,209
0.449662302,30.21198,0.38403275081,0,0,1,0,0,28,158
0.6145879472,32.16114,0.0,0,0,1,0,0,43,135
0.5097162112,91.61052,0.10340485045,0,1,0,0,0,10,82
0.4796397888,79.91556,0.29537174985,0,0,1,0,0,12,69
0.194903132,53.6019,0.16247920042,1,0,0,0,1,1,8
0.3297523548,78.94098,0.0,1,0,0,0,1,1,5
0.7795135924,36.05946,0.29537174985,1,0,0,1,0,180,314
0.4196848152,97.458,0.29537174985,1,0,1,0,0,7,30
0.2548581056,84.78846,0.10340485045,0,1,0,0,0,1,4
0.7195586188,64.32228,0.25104124937,0,0,0,1,0,29,109
0.689581132,53.6019,0.51692530024,0,0,0,1,0,46,318
0.2548581056,54.57648,0.1919668994,0,0,0,0,1,2,185
0.2697973812,59.44938,0.1919668994,0,0,1,0,0,4,39
0.4047455396,79.91556,0.10340485045,0,1,0,0,0,12,44
0.6596036452,28.26282,0.25104124937,0,0,0,1,0,115,473
0.6145879472,67.24602,0.41352044979,1,0,0,1,0,65,80
0.3897073284,52.62732,0.08866100096,0,0,0,0,1,18,135
0.3297523548,64.32228,0.08866100096,0,0,1,0,0,3,26
0.6296261584,33.13572,0.10340485045,0,0,0,1,0,63,125
0.8244303548,38.00862,0.29537174985,0,0,0,1,0,33,140
0.299774868,84.78846,0.35444609982,0,0,1,0,0,2,2
0.2248806188,50.67816,0.32495840084,0,0,0,0,1,7,176
0.7045204076,23.38992,0.0,1,0,0,1,0,239,258
0.7495361056,44.83068,0.1919668994,1,0,0,1,0,200,281
0.449662302,91.61052,0.1919668994,0,0,0,0,1,14,402
0.4196848152,75.04266,0.16247920042,1,1,0,0,0,19,32
0.494678,75.04266,0.13289254943,0,1,0,0,0,30,392
0.4347230264,91.61052,0.0,0,0,1,0,0,9,145
0.6745429208,53.6019,0.13289254943,0,0,0,1,0,33,179
0.2248806188,36.05946,0.1919668994,0,0,1,0,0,6,97
0.449662302,79.91556,0.32495840084,1,0,1,0,0,11,64
0.6596036452,81.86472,0.16247920042,0,0,0,1,0,54,177
0.6745429208,64.32228,0.0,0,0,0,1,0,6,10
0.494678,61.39854,0.22155355039,0,0,0,1,0,1,10
0.6145879472,37.03404,0.28062790036,0,0,0,1,0,16,54
0.2098424076,77.9664,0.13289254943,0,0,0,0,1,10,248
0.4347230264,56.52564,0.10340485045,0,0,0,0,1,12,128
0.4047455396,69.19518,0.0,0,1,0,0,0,19,192
0.2098424076,63.3477,0.35444609982,0,0,0,0,1,1,27
0.4647005132,57.50022,0.29537174985,1,0,1,0,0,75,131
0.3148130792,74.06808,0.16247920042,0,1,0,0,0,15,198
0.539693698,85.76304,0.13289254943,1,1,0,0,0,10,44
0.6745429208,60.42396,0.16247920042,1,0,0,1,0,61,155
0.644565434,59.44938,0.0,0,0,1,0,0,66,193
0.5996486716,80.89014,0.16247920042,0,0,0,1,0,39,326
0.6596036452,46.77984,0.38403275081,1,0,1,0,0,163,198
0.449662302,75.04266,0.22155355039,1,1,0,0,0,25,89
0.194903132,45.80526,0.22155355039,0,0,0,0,1,2,17
0.6296261584,86.73762,0.13289254943,0,0,0,1,0,3,3
0.4347230264,45.80526,0.29537174985,0,1,0,0,0,55,148
0.7045204076,37.03404,0.22155355039,0,0,0,1,0,56,254
0.449662302,79.91556,0.0,0,1,0,0,0,25,125
0.7795135924,42.88152,0.08866100096,0,0,0,1,0,134,218
0.4347230264,85.76304,0.22155355039,0,0,0,0,1,2,5
0.3297523548,84.78846,0.08866100096,0,0,0,0,1,4,30
0.3148130792,84.78846,0.25104124937,1,1,0,0,0,2,24
0.5996486716,67.24602,0.08866100096,0,0,1,0,0,46,87
0.4347230264,97.458,0.22155355039,0,1,0,0,0,2,4
0.6145879472,55.55106,0.0,1,0,0,1,0,13,29
0.299774868,68.2206,0.13289254943,0,0,0,0,1,4,286
0.1349481584,52.62732,0.10340485045,0,0,0,0,1,1,2
0.494678,70.16976,0.13289254943,0,0,1,0,0,57,129
0.4347230264,60.42396,0.32495840084,0,0,1,0,0,5,59
0.494678,91.61052,0.1919668994,0,1,0,0,0,7,71
0.6296261584,49.70358,0.10340485045,0,0,1,0,0,59,256
0.5996486716,76.01724,0.0,1,1,0,0,0,117,232
0.689581132,72.11892,0.22155355039,1,0,0,1,0,81,152
0.194903132,37.03404,0.45785095027,1,0,1,0,0,5,79
0.6596036452,76.99182,0.08866100096,0,0,0,1,0,10,113
0.3148130792,63.3477,0.08866100096,0,0,0,0,1,12,37
0.2697973812,63.3477,0.1919668994,1,0,1,0,0,11,24
0.6145879472,44.83068,0.41352044979,0,1,0,0,0,52,265
0.5846104604,67.24602,0.0,0,1,0,0,0,9,25
0.7045204076,60.42396,0.22155355039,0,0,0,1,0,54,153
0.494678,57.50022,0.28062790036,0,0,0,0,1,15,311
0.539693698,85.76304,0.08866100096,1,1,0,0,0,42,135
0.5246554868,71.14434,0.10340485045,1,0,1,0,0,145,271
0.689581132,38.9832,0.16247920042,0,0,0,1,0,109,742
0.4347230264,70.16976,0.28062790036,0,0,0,0,1,3,6
0.4647005132,85.76304,0.0,0,1,0,0,0,11,53
0.3297523548,74.06808,0.1919668994,0,1,0,0,0,1,32
0.344790566,74.06808,0.1919668994,0,1,0,0,0,8,110
0.4196848152,65.29686,0.08866100096,1,0,1,0,0,128,254
0.3297523548,48.729,0.25104124937,0,0,0,0,1,5,92
0.494678,53.6019,0.28062790036,0,0,1,0,0,46,156
0.299774868,78.94098,0.13289254943,0,0,0,0,1,17,93
0.7045204076,35.08488,0.10340485045,0,0,0,1,0,93,262
0.7795135924,39.95778,0.22155355039,1,0,0,1,0,153,344
0.539693698,54.57648,0.10340485045,0,0,1,0,0,45,201
0.6145879472,34.1103,0.38403275081,1,1,0,0,0,183,231
0.5846104604,71.14434,0.22155355039,0,0,0,1,0,2,4
0.3897073284,69.19518,0.0,0,0,0,0,1,18,157
0.5696711848,86.73762,0.10340485045,0,0,0,1,0,3,31
0.4796397888,61.39854,0.16247920042,1,0,1,0,0,124,210
0.689581132,64.32228,0.25104124937,0,0,0,1,0,89,565
0.7644753812,57.50022,0.41352044979,1,0,0,1,0,112,254
0.5996486716,24.3645,0.28062790036,0,0,1,0,0,106,671
0.6296261584,63.3477,0.1919668994,0,0,0,1,0,1,7
0.2848355924,47.75442,0.1919668994,1,0,0,0,1,86,169
0.4796397888,17.54244,0.0,0,0,1,0,0,53,581
0.7195586188,41.90694,0.25104124937,0,0,0,1,0,71,105
0.7344978944,38.00862,0.22155355039,1,0,0,1,0,163,296
0.689581132,22.41534,0.1919668994,1,0,0,1,0,240,355
0.494678,80.89014,0.10340485045,0,1,0,0,0,8,54
0.449662302,79.91556,0.13289254943,0,0,0,0,1,3,4
0.3297523548,90.63594,0.35444609982,0,0,1,0,0,5,73
0.3897073284,74.06808,0.1919668994,0,1,0,0,0,3,31
0.2248806188,83.81388,0.08866100096,0,0,0,0,1,6,128
0.8244303548,38.00862,0.29537174985,0,0,0,1,0,26,128
0.5097162112,71.14434,0.38403275081,0,0,1,0,0,26,450
0.6296261584,55.55106,0.29537174985,0,0,0,1,0,53,188
0.2098424076,77.9664,0.13289254943,0,0,0,0,1,1,3
0.5696711848,86.73762,0.16247920042,1,0,0,1,0,7,37
0.4647005132,75.04266,0.22155355039,0,0,1,0,0,22,351
0.644565434,52.62732,0.28062790036,0,0,0,1,0,92,388
0.2248806188,58.4748,0.32495840084,1,1,0,0,0,1,3
0.5996486716,67.24602,0.10340485045,0,1,0,0,0,30,179
0.4196848152,65.29686,0.25104124937,1,1,0,0,0,4,7
0.449662302,65.29686,0.32495840084,1,0,1,0,0,28,63
0.149887434,72.11892,0.13289254943,0,0,0,0,1,3,93
0.344790566,78.94098,0.16247920042,1,1,0,0,0,62,196
0.4347230264,37.03404,0.28062790036,0,0,0,0,1,1,32
0.3747680528,60.42396,0.0,0,0,1,0,0,2,7
0.6596036452,81.86472,0.16247920042,0,0,0,1,0,5,170
0.644565434,29.2374,0.13289254943,1,0,0,1,0,169,273
0.5846104604,76.01724,0.08866100096,0,0,0,1,0,50,160
0.3597298416,84.78846,0.08866100096,0,0,0,0,1,13,179
0.689581132,64.32228,0.0,0,0,0,1,0,5,119
0.6145879472,59.44938,0.32495840084,0,0,0,1,0,12,271
0.2848355924,40.93236,0.35444609982,0,0,0,0,1,2,263
0.6296261584,40.93236,0.16247920042,0,0,0,1,0,40,454
0.4347230264,65.29686,0.25104124937,1,0,0,0,1,11,62
0.5246554868,80.89014,0.13289254943,0,0,1,0,0,32,193
0.4347230264,91.61052,0.0,1,0,1,0,0,2,14
0.3747680528,69.19518,0.0,1,1,0,0,0,2,18
0.6145879472,55.55106,0.16247920042,1,0,0,1,0,100,242
0.4047455396,69.19518,0.13289254943,0,0,0,0,1,36,244
0.5846104604,86.73762,0.1919668994,1,0,0,1,0,5,21
0.7195586188,44.83068,0.25104124937,1,0,0,1,0,146,222
0.6145879472,72.11892,0.28062790036,0,0,0,1,0,28,394
0.539693698,51.65274,0.0,0,0,0,1,0,12,39
0.4796397888,75.04266,0.08866100096,0,1,0,0,0,26,475
0.3148130792,40.93236,0.08866100096,0,0,0,0,1,23,171
0.494678,53.6019,0.16247920042,0,0,1,0,0,12,123
0.494678,70.16976,0.48733864925,0,0,1,0,0,14,80
0.449662302,37.03404,0.38403275081,1,0,1,0,0,98,125
0.5996486716,71.14434,0.08866100096,0,0,0,1,0,29,411
0.5546329736,85.76304,0.25104124937,1,0,0,1,0,14,18
0.3297523548,97.458,0.13289254943,0,1,0,0,0,19,157
0.2248806188,68.2206,0.29537174985,0,0,0,0,1,1,29
0.1199099472,46.77984,0.0,0,0,0,0,1,6,80
0.5846104604,76.01724,0.29537174985,1,1,0,0,0,40,169
0.5097162112,91.61052,0.0,0,1,0,0,0,4,10
0.4196848152,75.04266,0.22155355039,0,0,1,0,0,2,29
0.2848355924,43.8561,0.41352044979,1,0,0,0,1,49,236
0.5097162112,47.75442,0.1919668994,0,0,1,0,0,26,215
0.5996486716,76.01724,0.13289254943,1,0,0,1,0,15,17
0.2548581056,68.2206,0.08866100096,0,0,0,0,1,1,21
0.4347230264,97.458,0.08866100096,0,0,0,0,1,2,33
0.4196848152,91.61052,0.16247920042,0,0,1,0,0,3,6
0.2848355924,63.3477,0.0,0,0,0,0,1,9,27
0.689581132,68.2206,0.16247920042,0,0,0,1,0,29,288
0.6596036452,76.99182,0.1919668994,0,1,0,0,0,34,378
0.344790566,64.32228,0.0,1,1,0,0,0,5,76
0.5696711848,76.01724,0.13289254943,0,0,0,1,0,2,15
0.449662302,42.88152,0.32495840084,1,0,1,0,0,100,115
0.4047455396,45.80526,0.22155355039,0,0,0,0,1,1,24
0.5846104604,67.24602,0.1919668994,0,0,0,1,0,62,177
0.7344978944,38.00862,0.13289254943,1,0,0,1,0,104,280
0.449662302,91.61052,0.1919668994,1,0,0,0,1,3,2
0.2548581056,83.81388,0.0,0,0,0,0,1,1,2
0.449662302,61.39854,0.32495840084,0,1,0,0,0,12,135
0.4196848152,27.28824,0.16247920042,0,0,1,0,0,18,433
0.6296261584,76.99182,0.16247920042,1,0,0,1,0,5,11
0.5846104604,86.73762,0.28062790036,0,0,0,1,0,31,210
0.2248806188,62.37312,0.16247920042,0,0,0,0,1,14,98
0.4047455396,84.78846,0.16247920042,0,0,1,0,0,4,97
0.7344978944,41.90694,0.10340485045,0,0,0,1,0,65,353
0.839468566,45.80526,0.10340485045,0,0,0,1,0,36,272
0.6145879472,28.26282,0.38403275081,0,0,0,1,0,22,167
0.5246554868,54.57648,0.13289254943,1,0,0,1,0,32,118
0.5246554868,80.89014,0.1919668994,0,0,1,0,0,17,49
0.7495361056,53.6019,0.25104124937,0,0,0,1,0,60,400
0.6145879472,49.70358,0.32495840084,0,0,0,1,0,66,474
0.299774868,84.78846,0.0,1,1,0,0,0,8,31
0.1049706716,25.33908,0.45785095027,0,0,0,0,1,5,242
0.5996486716,67.24602,0.08866100096,0,0,0,1,0,9,74
0.6145879472,72.11892,0.22155355039,1,0,0,1,0,77,145
0.4796397888,43.8561,0.16247920042,0,1,0,0,0,40,490
0.5996486716,80.89014,0.48733864925,1,1,0,0,0,12,66
0.449662302,79.91556,0.0,1,0,1,0,0,36,87
0.3747680528,22.41534,0.0,1,0,1,0,0,105,251
0.5097162112,91.61052,0.25104124937,0,1,0,0,0,1,3
0.7045204076,76.99182,0.13289254943,0,0,0,1,0,13,23
0.2848355924,68.2206,0.10340485045,0,0,0,0,1,1,2
0.3297523548,44.83068,0.29537174985,0,0,1,0,0,1,9
0.6145879472,55.55106,0.1919668994,1,0,0,1,0,77,171
0.5696711848,76.01724,0.25104124937,0,0,1,0,0,4,12
0.2098424076,42.88152,0.22155355039,1,0,1,0,0,5,22
0.299774868,69.19518,0.38403275081,0,0,1,0,0,7,33
0.3148130792,27.28824,0.08866100096,0,0,1,0,0,10,79
0.2548581056,37.03404,0.10340485045,0,0,0,0,1,6,128
0.7195586188,33.13572,0.28062790036,0,0,0,1,0,67,194
0.5097162112,85.76304,0.1919668994,0,0,1,0,0,49,225
0.4347230264,91.61052,0.10340485045,0,0,1,0,0,9,377
0.2398198944,63.3477,0.16247920042,0,0,0,0,1,3,70
0.2398198944,73.0935,0.10340485045,0,0,0,0,1,21,97
0.494678,75.04266,0.57599965021,0,0,1,0,0,24,350
0.2248806188,90.63594,0.1919668994,0,0,1,0,0,1,6
0.3297523548,60.42396,0.29537174985,0,0,1,0,0,19,208
0.6296261584,35.08488,0.32495840084,1,0,1,0,0,248,391
0.4196848152,69.19518,0.0,0,0,0,0,1,1,34
0.2697973812,46.77984,0.13289254943,0,0,0,0,1,6,120
0.7045204076,47.75442,0.28062790036,0,0,0,1,0,99,259
0.6145879472,63.3477,0.1919668994,0,0,0,1,0,28,66
0.5846104604,76.01724,0.10340485045,0,0,0,1,0,25,44
0.5246554868,85.76304,0.13289254943,0,0,1,0,0,44,289
0.7344978944,60.42396,0.10340485045,1,0,0,1,0,37,107
0.7344978944,35.08488,0.13289254943,0,0,0,1,0,67,432
0.2548581056,84.78846,0.08866100096,0,0,0,0,1,1,2
0.4647005132,85.76304,0.0,1,1,0,0,0,53,91
0.5246554868,91.61052,0.16247920042,0,1,0,0,0,1,5
0.6145879472,67.24602,0.35444609982,1,0,1,0,0,157,279
0.5996486716,67.24602,0.13289254943,0,0,1,0,0,47,269
0.4196848152,97.458,0.08866100096,0,1,0,0,0,5,23
0.0899324604,38.00862,0.57599965021,0,0,0,0,1,8,130
0.644565434,59.44938,0.16247920042,0,0,0,1,0,16,149
0.3148130792,78.94098,0.0,0,0,0,0,1,13,235
0.6145879472,55.55106,0.16247920042,0,0,0,1,0,53,164
0.1199099472,48.729,0.22155355039,0,0,0,0,1,1,2
0.6145879472,48.729,0.16247920042,0,0,0,1,0,44,222
0.2098424076,45.80526,0.16247920042,1,0,0,0,1,6,62
0.6145879472,39.95778,0.48733864925,0,0,0,1,0,85,187
0.4347230264,91.61052,0.22155355039,1,0,1,0,0,5,50
0.3897073284,91.61052,0.10340485045,0,1,0,0,0,1,15
0.149887434,57.50022,0.22155355039,1,0,0,0,1,9,55
0.2848355924,84.78846,0.25104124937,0,0,1,0,0,14,73
0.1349481584,25.33908,0.32495840084,1,0,0,0,1,10,57
0.2848355924,50.67816,0.25104124937,1,0,0,0,1,16,75
0.0749931848,55.55106,0.10340485045,1,0,0,0,1,2,13
0.5996486716,67.24602,0.10340485045,1,0,0,1,0,12,22
0.3897073284,41.90694,0.35444609982,0,0,0,0,1,14,100
0.299774868,47.75442,0.25104124937,1,0,1,0,0,31,65
